# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
5

# DegenGeom Type, Name, SurfNdx, MainSurfNdx, SymCopyNdx, GeomID, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,Wing,0,0,0,YLMVFHUIXW,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 3.996000000000000107e-01, 0.000000000000000000e+00, 5.399999999999999939e-02, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,22,33
# x,y,z,u,w
4.929795440295176578e-01, 1.133840751170428762e-01, 7.483763320272983355e-02, 2.092384320792402830e-01, 2.584161237591246607e+00
5.266787818287151923e-01, 1.133840751169845340e-01, 7.248321634195442620e-02, 2.092384320792402830e-01, 2.783663390284290440e+00
5.631166588549190166e-01, 1.133840751169212097e-01, 6.871059739556664714e-02, 2.092384320792402830e-01, 3.000000000000000000e+00
5.994424520524093136e-01, 1.133840751168584682e-01, 6.397496670163174692e-02, 2.092384320792402830e-01, 3.216336609715709116e+00
6.328446338054276588e-01, 1.133840751168004313e-01, 5.891827485007007648e-02, 2.092384320792402830e-01, 3.415838762408752949e+00
6.613506353985756370e-01, 1.133840751167508321e-01, 5.413292561634436284e-02, 2.092384320792402830e-01, 3.586533649582798411e+00
6.841680349888656920e-01, 1.133840751167111416e-01, 5.000732005073799114e-02, 2.092384320792402830e-01, 3.723464124463156111e+00
7.015126794495556428e-01, 1.133840751166809990e-01, 4.669688919262010574e-02, 2.092384320792402830e-01, 3.827739635619072267e+00
7.141865119941777085e-01, 1.133840751166589611e-01, 4.418060102719294918e-02, 2.092384320792402830e-01, 3.904044169930655173e+00
7.231827147127311006e-01, 1.133840751166432792e-01, 4.234315159478854035e-02, 2.092384320792402830e-01, 3.958266880232111262e+00
7.294380252917318508e-01, 1.133840751166323574e-01, 4.103988761810754837e-02, 2.092384320792402830e-01, 4.000000000000000000e+00
7.293821890217492276e-01, 2.318276963234237042e-01, 4.104208155658180257e-02, 4.278137264102260806e-01, 0.000000000000000000e+00
7.230912176284624016e-01, 2.318276963234283949e-01, 4.102957881039777377e-02, 4.278137264102260806e-01, 4.173311976788848798e-02
7.140510430485825788e-01, 2.318276963234351395e-01, 4.102034566586303804e-02, 4.278137264102260806e-01, 9.595583006934514658e-02
7.013293116702616903e-01, 2.318276963234447152e-01, 4.102362195437031511e-02, 4.278137264102260806e-01, 1.722603643809274832e-01
6.839441995165244093e-01, 2.318276963234580934e-01, 4.105576649147492374e-02, 4.278137264102260806e-01, 2.765358755368439447e-01
6.611148892308476022e-01, 2.318276963234753574e-01, 4.114282893041149025e-02, 4.278137264102260806e-01, 4.134663504172014781e-01
6.326567074512943201e-01, 2.318276963234967014e-01, 4.132727688630763452e-02, 4.278137264102260806e-01, 5.841612375912467181e-01
5.993969824078839714e-01, 2.318276963235217925e-01, 4.167980708570134113e-02, 4.278137264102260806e-01, 7.836633902842906618e-01
5.633344375484949929e-01, 2.318276963235491039e-01, 4.231837449524156192e-02, 4.278137264102260806e-01, 1.000000000000000000e+00
5.272825734135370146e-01, 2.318276963235766375e-01, 4.339692840238047744e-02, 4.278137264102260806e-01, 1.216336609715709338e+00
4.940620436096625490e-01, 2.318276963236018950e-01, 4.503523031083103006e-02, 4.278137264102260806e-01, 1.415838762408753171e+00
4.656895110501922952e-01, 2.318276963236232113e-01, 4.723328761690014782e-02, 4.278137264102260806e-01, 1.586533649582798411e+00
4.429452509528378767e-01, 2.318276963236403643e-01, 4.920020005314967165e-02, 4.278137264102260806e-01, 1.723464124463156111e+00
4.256204079883842972e-01, 2.318276963236533539e-01, 5.064499322228344785e-02, 4.278137264102260806e-01, 1.827739635619072489e+00
4.129949029241917757e-01, 2.318276963236630406e-01, 5.218734863486218511e-02, 4.278137264102260806e-01, 1.904044169930654951e+00
4.042311277623844012e-01, 2.318276963236696742e-01, 5.434418406931287165e-02, 4.278137264102260806e-01, 1.958266880232111484e+00
3.997131050120195095e-01, 2.318276963236732546e-01, 5.831930614779714389e-02, 4.278137264102260806e-01, 2.000000000000000000e+00
4.030492360335790059e-01, 2.318276963236713673e-01, 6.341695678501033107e-02, 4.278137264102260806e-01, 2.041733119767888294e+00
4.112024005142557170e-01, 2.318276963236654276e-01, 6.758691176894131292e-02, 4.278137264102260806e-01, 2.095955830069344827e+00
4.235554659435977198e-01, 2.318276963236560462e-01, 7.133503343186750612e-02, 4.278137264102260806e-01, 2.172260364380927289e+00
4.409434932772948734e-01, 2.318276963236429178e-01, 7.433811407968429763e-02, 4.278137264102260806e-01, 2.276535875536843889e+00
4.640775464635515379e-01, 2.318276963236260424e-01, 7.564930992277743571e-02, 4.278137264102260806e-01, 2.413466350417201589e+00
4.929637173505142522e-01, 2.318276963236035326e-01, 7.483431356735935347e-02, 4.278137264102260806e-01, 2.584161237591246607e+00
5.266572626375034538e-01, 2.318276963235780808e-01, 7.248028666722419744e-02, 4.278137264102260806e-01, 2.783663390284290440e+00
5.630889781158585627e-01, 2.318276963235508248e-01, 6.870810712815197951e-02, 4.278137264102260806e-01, 3.000000000000000000e+00
5.994086225960861825e-01, 2.318276963235227917e-01, 6.397334916794891746e-02, 4.278137264102260806e-01, 3.216336609715709116e+00
6.328051492422592794e-01, 2.318276963234974231e-01, 5.891744226528429496e-02, 4.278137264102260806e-01, 3.415838762408752949e+00
6.613063252280512172e-01, 2.318276963234758292e-01, 5.413290311417812140e-02, 4.278137264102260806e-01, 3.586533649582798411e+00
6.841198621997645057e-01, 2.318276963234583710e-01, 5.000799594720491820e-02, 4.278137264102260806e-01, 3.723464124463156111e+00
7.014615704912541272e-01, 2.318276963234448540e-01, 4.669812549175998695e-02, 4.278137264102260806e-01, 3.827739635619072267e+00
7.141332575599713683e-01, 2.318276963234351951e-01, 4.418226329342724024e-02, 4.278137264102260806e-01, 3.904044169930655173e+00
7.231279373661699816e-01, 2.318276963234284227e-01, 4.234512491164358489e-02, 4.278137264102260806e-01, 3.958266880232111262e+00
7.293821890217492276e-01, 2.318276963234237042e-01, 4.104208155658180257e-02, 4.278137264102260806e-01, 4.000000000000000000e+00
7.293196519288471791e-01, 3.471953771354658325e-01, 4.104453878616086404e-02, 6.407126949903096946e-01, 0.000000000000000000e+00
7.230298735019352607e-01, 3.471953771354573948e-01, 4.103203841089189674e-02, 6.407126949903096946e-01, 4.173311976788848798e-02
7.139914132239685296e-01, 3.471953771354454599e-01, 4.102280701725292966e-02, 6.407126949903096946e-01, 9.595583006934514658e-02
7.012720942867178842e-01, 3.471953771354283624e-01, 4.102608268447361511e-02, 6.407126949903096946e-01, 1.722603643809274832e-01
6.838902788979670522e-01, 3.471953771354036045e-01, 4.105822112596260731e-02, 6.407126949903096946e-01, 2.765358755368439447e-01
6.610652977687628828e-01, 3.471953771353725737e-01, 4.114526705511951238e-02, 6.407126949903096946e-01, 4.134663504172014781e-01
6.326125111937163092e-01, 3.471953771353345486e-01, 4.132963068225481429e-02, 6.407126949903096946e-01, 5.841612375912467181e-01
5.993590946053697355e-01, 3.471953771352894180e-01, 4.168214338243809297e-02, 6.407126949903096946e-01, 7.836633902842906618e-01
5.633033883406448616e-01, 3.471953771352405682e-01, 4.232058969948192945e-02, 6.407126949903096946e-01, 1.000000000000000000e+00
5.272583578568494911e-01, 3.471953771351902196e-01, 4.339892108813037108e-02, 6.407126949903096946e-01, 1.216336609715709338e+00
4.940441306301454616e-01, 3.471953771351449225e-01, 4.503693031361875876e-02, 6.407126949903096946e-01, 1.415838762408753171e+00
4.656769783967318332e-01, 3.471953771351073970e-01, 4.723457079877445286e-02, 6.407126949903096946e-01, 1.586533649582798411e+00
4.429370313276551618e-01, 3.471953771350761997e-01, 4.920111024645974773e-02, 6.407126949903096946e-01, 1.723464124463156111e+00
4.256154498028186794e-01, 3.471953771350531071e-01, 5.064551901120707689e-02, 6.407126949903096946e-01, 1.827739635619072489e+00
4.129923609123849482e-01, 3.471953771350357876e-01, 5.218768755951373739e-02, 6.407126949903096946e-01, 1.904044169930654951e+00
4.042301789862894346e-01, 3.471953771350240192e-01, 5.434404461690828941e-02, 6.407126949903096946e-01, 1.958266880232111484e+00
3.997130835637465185e-01, 3.471953771350179130e-01, 5.831848707129538845e-02, 6.407126949903096946e-01, 2.000000000000000000e+00
4.030484782905235930e-01, 3.471953771350202445e-01, 6.341523374563100279e-02, 6.407126949903096946e-01, 2.041733119767888294e+00
4.112001967755774534e-01, 3.471953771350309026e-01, 6.758433978137760867e-02, 6.407126949903096946e-01, 2.095955830069344827e+00
4.235509232325339601e-01, 3.471953771350480000e-01, 7.133174616340745566e-02, 6.407126949903096946e-01, 2.172260364380927289e+00
4.409356532484351443e-01, 3.471953771350717588e-01, 7.433425733251934620e-02, 6.407126949903096946e-01, 2.276535875536843889e+00
4.640653194893641365e-01, 3.471953771351009577e-01, 7.564520453156944879e-02, 6.407126949903096946e-01, 2.413466350417201589e+00
4.929460068843870557e-01, 3.471953771351424245e-01, 7.483042569368543451e-02, 6.407126949903096946e-01, 2.584161237591246607e+00
5.266331665178661803e-01, 3.471953771351883877e-01, 7.247684258442173288e-02, 6.407126949903096946e-01, 2.783663390284290440e+00
5.630579754548521443e-01, 3.471953771352367935e-01, 6.870531800767062935e-02, 6.407126949903096946e-01, 3.000000000000000000e+00
5.993707327846616861e-01, 3.471953771352874751e-01, 6.397147943779886436e-02, 6.407126949903096946e-01, 3.216336609715709116e+00
6.327609261987821032e-01, 3.471953771353328833e-01, 5.891650976331289091e-02, 6.407126949903096946e-01, 3.415838762408752949e+00
6.612566974636708839e-01, 3.471953771353714635e-01, 5.413287791156562445e-02, 6.407126949903096946e-01, 3.586533649582798411e+00
6.840659082700281113e-01, 3.471953771354030494e-01, 5.000875295694573452e-02, 6.407126949903096946e-01, 3.723464124463156111e+00
7.014043280272712622e-01, 3.471953771354281404e-01, 4.669951015721610088e-02, 6.407126949903096946e-01, 3.827739635619072267e+00
7.140736121448962859e-01, 3.471953771354452933e-01, 4.418412504561801402e-02, 6.407126949903096946e-01, 3.904044169930655173e+00
7.230665862764238394e-01, 3.471953771354573393e-01, 4.234733504315033037e-02, 6.407126949903096946e-01, 3.958266880232111262e+00
7.293196519288471791e-01, 3.471953771354658325e-01, 4.104453878616086404e-02, 6.407126949903096946e-01, 4.000000000000000000e+00
7.292754266541356944e-01, 4.521574397581317184e-01, 4.104627650130104888e-02, 8.344091853336943476e-01, 0.000000000000000000e+00
7.229864918747808122e-01, 4.521574397581229476e-01, 4.103377780270654057e-02, 8.344091853336943476e-01, 4.173311976788848798e-02
7.139492439248827926e-01, 4.521574397581105687e-01, 4.102454764727370834e-02, 8.344091853336943476e-01, 9.595583006934514658e-02
7.012316310290249710e-01, 4.521574397580916393e-01, 4.102782287512929393e-02, 8.344091853336943476e-01, 1.722603643809274832e-01
6.838521470620020359e-01, 4.521574397580608862e-01, 4.105995700589121916e-02, 8.344091853336943476e-01, 2.765358755368439447e-01
6.610302274459795013e-01, 4.521574397580268023e-01, 4.114699125958324460e-02, 8.344091853336943476e-01, 4.134663504172014781e-01
6.325812671489231542e-01, 4.521574397579862792e-01, 4.133168880513353460e-02, 8.344091853336943476e-01, 5.841612375912467181e-01
5.993323009314622807e-01, 4.521574397579365412e-01, 4.168379557571562366e-02, 8.344091853336943476e-01, 7.836633902842906618e-01
5.632814308161901984e-01, 4.521574397578825844e-01, 4.232215625799756742e-02, 8.344091853336943476e-01, 1.000000000000000000e+00
5.272412562562620586e-01, 4.521574397578217441e-01, 4.340047375172637056e-02, 8.344091853336943476e-01, 1.216336609715709338e+00
4.940314628452634471e-01, 4.521574397577713400e-01, 4.503813252955016916e-02, 8.344091853336943476e-01, 1.415838762408753171e+00
4.656681154960685687e-01, 4.521574397577324822e-01, 4.723547824533527728e-02, 8.344091853336943476e-01, 1.586533649582798411e+00
4.429312185345612995e-01, 4.521574397576980098e-01, 4.920175392121673569e-02, 8.344091853336943476e-01, 1.723464124463156111e+00
4.256121340119601859e-01, 4.521574397576733073e-01, 5.064677143373240431e-02, 8.344091853336943476e-01, 1.827739635619072489e+00
4.129905785213109914e-01, 4.521574397576538229e-01, 5.218796560855885891e-02, 8.344091853336943476e-01, 1.904044169930654951e+00
4.042300707737094823e-01, 4.521574397576409998e-01, 5.434453758077283786e-02, 8.344091853336943476e-01, 1.958266880232111484e+00
3.997130683958555197e-01, 4.521574397576356708e-01, 5.831790783291242175e-02, 8.344091853336943476e-01, 2.000000000000000000e+00
4.030487690566738057e-01, 4.521574397576326176e-01, 6.341351513949525232e-02, 8.344091853336943476e-01, 2.041733119767888294e+00
4.111986666986341410e-01, 4.521574397576429982e-01, 6.758248487482465539e-02, 8.344091853336943476e-01, 2.095955830069344827e+00
4.235477106968134065e-01, 4.521574397576644255e-01, 7.132942145745892193e-02, 8.344091853336943476e-01, 2.172260364380927289e+00
4.409301089000479679e-01, 4.521574397576925142e-01, 7.433152989994995519e-02, 8.344091853336943476e-01, 2.276535875536843889e+00
4.640566727604014119e-01, 4.521574397577185489e-01, 7.564230126174079083e-02, 8.344091853336943476e-01, 2.413466350417201589e+00
4.929335282778791738e-01, 4.521574397577714510e-01, 7.482717410630325416e-02, 8.344091853336943476e-01, 2.584161237591246607e+00
5.266161425358237835e-01, 4.521574397578224103e-01, 7.247392562699976615e-02, 8.344091853336943476e-01, 2.783663390284290440e+00
5.630360508476117687e-01, 4.521574397578732585e-01, 6.870334558435496619e-02, 8.344091853336943476e-01, 3.000000000000000000e+00
5.993439361076580152e-01, 4.521574397579322668e-01, 6.396998549388141497e-02, 8.344091853336943476e-01, 3.216336609715709116e+00
6.327296523394511096e-01, 4.521574397579818383e-01, 5.891585031218853769e-02, 8.344091853336943476e-01, 3.415838762408752949e+00
6.612216014684593191e-01, 4.521574397580239157e-01, 5.413286008865967475e-02, 8.344091853336943476e-01, 3.586533649582798411e+00
6.840277528769058701e-01, 4.521574397580595539e-01, 5.000928830264245867e-02, 8.344091853336943476e-01, 3.723464124463156111e+00
7.013638470330756380e-01, 4.521574397580913063e-01, 4.670048937142688705e-02, 8.344091853336943476e-01, 3.827739635619072267e+00
7.140314318204766808e-01, 4.521574397581105687e-01, 4.418544164826451737e-02, 8.344091853336943476e-01, 3.904044169930655173e+00
7.230231997249891851e-01, 4.521574397581229476e-01, 4.234889801431623163e-02, 8.344091853336943476e-01, 3.958266880232111262e+00
7.292754266541356944e-01, 4.521574397581317184e-01, 4.104627650130104888e-02, 8.344091853336943476e-01, 4.000000000000000000e+00
7.292608098517570081e-01, 5.418893364377183053e-01, 4.104685082987140354e-02, 1.000000000000000000e+00, 0.000000000000000000e+00
7.229721539045786960e-01, 5.418893364377183053e-01, 4.103435268543077080e-02, 1.000000000000000000e+00, 4.173311976788848798e-02
7.139353066386764368e-01, 5.418893364377183053e-01, 4.102512293923449987e-02, 1.000000000000000000e+00, 9.595583006934514658e-02
7.012182576029650782e-01, 5.418893364377184163e-01, 4.102839802187595308e-02, 1.000000000000000000e+00, 1.722603643809274832e-01
6.838395441892256565e-01, 5.418893364377186384e-01, 4.106053072790780828e-02, 1.000000000000000000e+00, 2.765358755368439447e-01
6.610186364274756032e-01, 5.418893364377179722e-01, 4.114756112276581751e-02, 1.000000000000000000e+00, 4.134663504172014781e-01
6.325709238542680524e-01, 5.418893364377178612e-01, 4.133175758479958051e-02, 1.000000000000000000e+00, 5.841612375912467181e-01
5.993234454107418951e-01, 5.418893364377187494e-01, 4.168434163863058567e-02, 1.000000000000000000e+00, 7.836633902842906618e-01
5.632741736810382704e-01, 5.418893364377186384e-01, 4.232267401794657935e-02, 1.000000000000000000e+00, 1.000000000000000000e+00
5.272355678882273411e-01, 5.418893364377179722e-01, 4.340076402204427752e-02, 1.000000000000000000e+00, 1.216336609715709338e+00
4.940272760423686238e-01, 5.418893364377181943e-01, 4.503852987139665698e-02, 1.000000000000000000e+00, 1.415838762408753171e+00
4.656651862374415751e-01, 5.418893364377183053e-01, 4.723577816357710235e-02, 1.000000000000000000e+00, 1.586533649582798411e+00
4.429292973605610806e-01, 5.418893364377179722e-01, 4.920196666079443282e-02, 1.000000000000000000e+00, 1.723464124463156111e+00
4.256107420499798399e-01, 5.418893364377181943e-01, 5.064581723566258242e-02, 1.000000000000000000e+00, 1.827739635619072489e+00
4.129899656860250845e-01, 5.418893364377186384e-01, 5.218799789743205214e-02, 1.000000000000000000e+00, 1.904044169930654951e+00
4.042291606956707750e-01, 5.418893364377181943e-01, 5.434378139654100215e-02, 1.000000000000000000e+00, 1.958266880232111484e+00
3.997130633827476465e-01, 5.418893364377184163e-01, 5.831771639004286467e-02, 1.000000000000000000e+00, 2.000000000000000000e+00
4.030475808620544997e-01, 5.418893364377187494e-01, 6.341372410592145681e-02, 1.000000000000000000e+00, 2.041733119767888294e+00
4.111981169139015124e-01, 5.418893364377181943e-01, 6.758192780139100908e-02, 1.000000000000000000e+00, 2.095955830069344827e+00
4.235466489283991609e-01, 5.418893364377179722e-01, 7.132865312378215694e-02, 1.000000000000000000e+00, 2.172260364380927289e+00
4.409282764491415652e-01, 5.418893364377183053e-01, 7.433062846194686546e-02, 1.000000000000000000e+00, 2.276535875536843889e+00
4.640538149482267283e-01, 5.418893364377184163e-01, 7.564134170813627267e-02, 1.000000000000000000e+00, 2.413466350417201589e+00
4.929293325879083865e-01, 5.418893364377179722e-01, 7.482687958534106620e-02, 1.000000000000000000e+00, 2.584161237591246607e+00
5.266104904568577050e-01, 5.418893364377183053e-01, 7.247370940682323903e-02, 1.000000000000000000e+00, 2.783663390284290440e+00
5.630288045918570017e-01, 5.418893364377184163e-01, 6.870269368287409972e-02, 1.000000000000000000e+00, 3.000000000000000000e+00
5.993350820529259604e-01, 5.418893364377181943e-01, 6.396975849450256546e-02, 1.000000000000000000e+00, 3.216336609715709116e+00
6.327193160820852036e-01, 5.418893364377181943e-01, 5.891563235838315898e-02, 1.000000000000000000e+00, 3.415838762408752949e+00
6.612100019650148930e-01, 5.418893364377179722e-01, 5.413285419804614307e-02, 1.000000000000000000e+00, 3.586533649582798411e+00
6.840151422183046170e-01, 5.418893364377180832e-01, 5.000946523861928006e-02, 1.000000000000000000e+00, 3.723464124463156111e+00
7.013504677449612368e-01, 5.418893364377186384e-01, 4.670081300945182895e-02, 1.000000000000000000e+00, 3.827739635619072267e+00
7.140174908903071938e-01, 5.418893364377186384e-01, 4.418587679583112215e-02, 1.000000000000000000e+00, 3.904044169930655173e+00
7.230088601272707249e-01, 5.418893364377185273e-01, 4.234941458862354763e-02, 1.000000000000000000e+00, 3.958266880232111262e+00
7.292608098517570081e-01, 5.418893364377183053e-01, 4.104685082987140354e-02, 1.000000000000000000e+00, 4.000000000000000000e+00
7.292983561453239005e-01, 5.812313944326248372e-01, 4.091895969286775403e-02, 1.103014947254890465e+00, 0.000000000000000000e+00
7.230074411779170429e-01, 5.812315055190658830e-01, 4.090682686434562315e-02, 1.103014947254890465e+00, 4.173311976788848798e-02
7.139673481950725709e-01, 5.812315866402859577e-01, 4.089812486232882044e-02, 1.103014947254890465e+00, 9.595583006934514658e-02
7.012457325986364287e-01, 5.812315545386158577e-01, 4.090214779312827120e-02, 1.103014947254890465e+00, 1.722603643809274832e-01
6.838607802926661705e-01, 5.812312619483730458e-01, 4.093531129911557459e-02, 1.103014947254890465e+00, 2.765358755368439447e-01
6.610316825441316935e-01, 5.812304745277552254e-01, 4.102370958125303724e-02, 1.103014947254890465e+00, 4.134663504172014781e-01
6.325737815049368162e-01, 5.812288103854440502e-01, 4.121022954033098928e-02, 1.103014947254890465e+00, 5.841612375912467181e-01
